row_id,language,part,unit,unit_title,source_markdown,line,figure_number,caption,image_alt_in_markdown,image_file,image_exists,image_dimensions,image_format,alt_text,long_description,decorative,review_status,reviewer,notes,zh_reference_caption,zh_reference_alt_text
ALT-0155,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch46,Chapter 46: Reasoning Models and RL Data Engineering: R1 / QwQ Paradigm,docs/en/part13/ch46_rl_reasoning_data.md,219,46-3,"Figure 46-3: A cross-section of a Long-CoT data sample illustrating three reasoning trajectory patterns: Reflection, Verification, and Backtrack",Figure 46-3: Long-CoT data sample cross-section,docs/images/part13/ch46_03_long_cot_trace_patterns.png,yes,1650x870,png,"A cross-section of a Long-CoT data sample illustrating three reasoning trajectory patterns: Reflection, Verification, and Backtrack.",,no,Draft,,,图46-3：Long-CoT 数据样例剖面，展示 Reflection、Verification 与 Backtrack 三种推理轨迹模式,图46-3：Long-CoT 数据样例剖面
ALT-0156,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch47,Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment,docs/en/part13/ch47_vlm_data_recipes.md,37,47-1,"<div align=""center""<bFigure 47-1: Multimodal Data Engineering Panorama (adapted from Chapter 8 base figure)</b</div",Figure 47-1: Multimodal Data Engineering Panorama,docs/images/part13/ch47_01_multimodal_data_panorama.png,yes,1024x1024,png,"<div align=""center""<bFigure 47-1: Multimodal Data Engineering Panorama (adapted from Chapter 8 base figure)</b</div.",,no,Draft,,,"<div align=""center""<b图47-1：多模态数据工程全景图（改绘自第8章基础图）</b</div",图47-1：多模态数据工程全景图
ALT-0157,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch47,Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment,docs/en/part13/ch47_vlm_data_recipes.md,47,47-2,"<div align=""center""<bFigure 47-2: VLM Three-Stage Data Pipeline</b</div",Figure 47-2: VLM Three-Stage Data Engineering Pipeline,docs/images/part13/ch47_02_vlm_three_stages_en.png,yes,1024x1024,png,"<div align=""center""<bFigure 47-2: VLM Three-Stage Data Pipeline</b</div.","Review against the figure and surrounding text in Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,"<div align=""center""<b图47-2：VLM 数据三阶段流水线 (3-Stage VLM Data Pipeline)</b</div",图47-2：VLM 数据三阶段流水线 (3-Stage VLM Data Engineering Pipeline)
ALT-0158,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch47,Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment,docs/en/part13/ch47_vlm_data_recipes.md,114,47-3,"<div align=""center""<bFigure 47-3: Native vs. Dynamic Resolution Data Pipeline Comparison</b</div",Figure 47-3: Native vs. Dynamic Resolution Data Pipeline Comparison,docs/images/part13/ch47_03_resolution_handling_en.png,yes,1024x1024,png,"<div align=""center""<bFigure 47-3: Native vs. Dynamic Resolution Data Pipeline Comparison</b</div.","Review against the figure and surrounding text in Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,"<div align=""center""<b图47-3：Native vs Dynamic Resolution 数据 pipeline 对比</b</div",图47-3：Native vs Dynamic Resolution 数据 pipeline 对比 (Resolution Handling)
ALT-0159,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch47,Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment,docs/en/part13/ch47_vlm_data_recipes.md,145,47-4,"<div align=""center""<bFigure 47-4: Multimodal Instruction Synthesis Pipeline</b</div",Figure 47-4: Multimodal Instruction Synthesis Pipeline,docs/images/part13/ch47_04_instruction_synthesis_en.png,yes,1024x1024,png,"<div align=""center""<bFigure 47-4: Multimodal Instruction Synthesis Pipeline</b</div.","Review against the figure and surrounding text in Chapter 47: VLM Data Recipes from Pre-training to Visual Alignment; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,"<div align=""center""<b图47-4：多模态指令合成 pipeline</b</div",图47-4：多模态指令合成 pipeline (Multi-modal Instruction Synthesis)
ALT-0160,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch48,Chapter 48: Multimodal Generative Model Data Engineering: T2I and T2V Pipelines,docs/en/part13/ch48_t2i_t2v.md,157,48-1,Figure 48-1: T2I Data Pipeline,Figure 48-1: T2I Data Pipeline,docs/images/part13/ch48_01_t2i_data_pipeline.svg,yes,4349x2413,svg,"T2I Data Pipeline. More sophisticated systems additionally route samples by data source, aesthetic score, caption type, safety tier, presence of text, presence of human subjects, and presence of complex multi-subject scenes.","Review against the figure and surrounding text in Chapter 48: Multimodal Generative Model Data Engineering: T2I and T2V Pipelines; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图48-1：T2I 数据流水线,图48-1：T2I 数据流水线
ALT-0161,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch48,Chapter 48: Multimodal Generative Model Data Engineering: T2I and T2V Pipelines,docs/en/part13/ch48_t2i_t2v.md,266,48-2,Figure 48-2: T2V Data Pipeline,Figure 48-2: T2V Data Pipeline,docs/images/part13/ch48_02_t2v_data_pipeline.svg,yes,5267x1397,svg,"T2V Data Pipeline. This reveals that a T2V data pipeline is not a linear ""clean then output"" process, but a progressively converging training organization system.","Review against the figure and surrounding text in Chapter 48: Multimodal Generative Model Data Engineering: T2I and T2V Pipelines; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图48-2：T2V 数据流水线,图48-2：T2V 数据流水线
ALT-0162,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch48,Chapter 48: Multimodal Generative Model Data Engineering: T2I and T2V Pipelines,docs/en/part13/ch48_t2i_t2v.md,371,48-3,Figure 48-3: Multi-Tier Aesthetic / Copyright / Safety Filtering Architecture,Figure 48-3: Multi-Tier Aesthetic / Copyright / Safety Filtering Architecture,docs/images/part13/ch48_03_multistage_filtering_architecture.svg,yes,3193x3428,svg,Multi-Tier Aesthetic / Copyright / Safety Filtering Architecture.,"Review against the figure and surrounding text in Chapter 48: Multimodal Generative Model Data Engineering: T2I and T2V Pipelines; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图48-3：美学/版权/安全多级过滤架构,图48-3：美学/版权/安全多级过滤架构
ALT-0163,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,130,P01-1,Figure P01-1: Mini-C4 Data Pipeline Overview,Figure P01-1,docs/images/part14/p01_01_mini_c4_pipeline_overview.png,yes,1800x1005,png,Mini-C4 Data Pipeline Overview.,"Review against the figure and surrounding text in Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure P01-1：Mini-C4 数据流水线总览,图 P01-1
ALT-0164,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,228,P01-2,Figure P01-2: Parsing Path from WARC to Body Text,Figure P01-2,docs/images/part14/p01_02_warc_to_text.png,yes,1800x1005,png,Parsing Path from WARC to Body Text.,,no,Draft,,,Figure P01-2：WARC 到正文文本的解析路径,图 P01-2
ALT-0165,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,296,P01-3,Figure P01-3: Heuristic Cleaning Rules Illustration,Figure P01-3,docs/images/part14/p01_03_cleaning_rules.png,yes,1800x1344,png,Heuristic Cleaning Rules Illustration.,,no,Draft,,,Figure P01-3：启发式清洗规则示意,图 P01-3
ALT-0166,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,385,P01-4,Figure P01-4: MinHash + LSH Deduplication Approach,Figure P01-4,docs/images/part14/p01_04_dedup_minhash_lsh.png,yes,1800x1005,png,MinHash + LSH Deduplication Approach.,,no,Draft,,,Figure P01-4：MinHash + LSH 去重思路,图 P01-4
ALT-0167,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,480,P01-5,Figure P01-5: Language Splitting and Branch Processing,Figure P01-5,docs/images/part14/p01_05_language_split.png,yes,1800x1005,png,Language Splitting and Branch Processing.,,no,Draft,,,Figure P01-5：语种拆分与分支处理,图 P01-5
ALT-0168,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,515,P01-6,Figure P01-6: Quality Filtering Decision Illustration,Figure P01-6,docs/images/part14/p01_06_quality_filter.png,yes,1800x1005,png,Quality Filtering Decision Illustration.,,no,Draft,,,Figure P01-6：质量过滤决策示意,图 P01-6
ALT-0169,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,577,P01-7,Figure P01-7: Three-Round Experimental Iteration Path,Figure P01-7,docs/images/part14/p01_07_three_iterations.png,yes,1800x1005,png,Three-Round Experimental Iteration Path.,,no,Draft,,,Figure P01-7：三轮实验迭代路径,图 P01-7
ALT-0170,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,694,P01-8,Figure P01-8: Data Retention Funnel,Figure P01-8,docs/images/part14/p01_08_funnel.png,yes,1800x1005,png,Data Retention Funnel. --- Figure P01-8: Data Retention Funnel The final retention funnel obtained by this project is as follows:.,,no,Draft,,,Figure P01-8：数据留存漏斗,图 P01-8
ALT-0171,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,741,P01-9,Figure P01-9: Resource and Cost Breakdown,Figure P01-9,docs/images/part14/p01_09_cost_breakdown.png,yes,1800x1005,png,Resource and Cost Breakdown.,,no,Draft,,,Figure P01-9：资源与成本构成,图 P01-9
ALT-0172,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,772,P01-10,Figure P01-10: Project Validation Loop,Figure P01-10,docs/images/part14/p01_10_validation_loop.png,yes,2048x2048,png,"Project Validation Loop. Figure P01-10: Project Validation Loop If a data engineering project has only output files and no inspection mechanism, it is actually difficult to say whether it is truly correct.",,no,Draft,,,Figure P01-10：项目验证闭环,图 P01-10
ALT-0173,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,895,P01-11,Figure P01-11: Mini-C4 Engineering Methodology Summary,Figure P01-11,docs/images/part14/p01_11_methodology_summary.png,yes,1800x1005,png,Mini-C4 Engineering Methodology Summary.,,no,Draft,,,Figure P01-11：Mini-C4 工程方法论总结,图 P01-11
ALT-0174,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,171,P02-1,Figure P02-1: Legal-Domain SFT Data Factory Overview,Figure P02-1,docs/images/part14/p02/p02_01_legal_sft_factory_overview.svg,yes,900x503,svg,Legal-Domain SFT Data Factory Overview.,,no,Draft,,,Figure P02-1：法律领域 SFT 数据工厂总览,图 P02-1
ALT-0175,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,249,P02-2,Figure P02-2: Legal SFT Data Factory Role Assignment Diagram,Figure P02-2,docs/images/part14/p02/p02_02_roles_and_responsibilities.svg,yes,900x503,svg,Legal SFT Data Factory Role Assignment Diagram.,,no,Draft,,,Figure P02-2：法律 SFT 数据工厂角色分工图,图 P02-2
